status_delayed,sch_dep_time,carrier_delta,carrier_us,carrier_envoy,carrier_continental,carrier_discovery,carrier_other,dest_jfk,dest_ewr,dest_lga,distance,origin_dca,origin_iad,origin_bwi,bad_weather,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
1,19,0,0,0,1,0,0,0,1,0,199,1,0,0,0,0,0,1,0,0,0,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,11.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
1,19,0,0,0,1,0,0,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,12.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,13.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
1,19,0,0,0,1,0,0,0,1,0,199,1,0,0,0,0,0,0,1,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
1,19,0,0,0,1,0,0,0,1,0,199,1,0,0,0,0,0,0,0,0,0,1
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
1,19,0,0,0,1,0,0,0,1,0,199,1,0,0,0,0,1,0,0,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
1,17.5,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,15.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
1,16.5,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,1,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
1,16.5,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,1,0,0,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
1,13.98,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,1,0,0,0
1,13.98,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
1,13.98,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,1,0,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
1,13.98,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,1,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,16.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
1,14,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,17.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
1,14,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,0,1
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
1,15.42,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,0,1
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,18.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
1,15.42,0,0,0,0,0,1,0,1,0,199,1,0,0,0,1,0,0,0,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
1,15.42,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,1,0,0,0
1,15.42,0,0,0,0,0,1,0,1,0,199,1,0,0,0,1,0,0,0,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,19.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,13,0,0,0,1,0,0,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,13,0,0,0,1,0,0,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,13,0,0,0,1,0,0,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
1,15.42,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,1,0,0,0,0,0
1,15.42,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,1,0,0,0
1,15.42,0,0,0,0,0,1,0,1,0,199,1,0,0,1,0,0,0,0,0,0,1
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
1,15.42,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,1,0,0,0,0
1,15.42,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,1,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,20.5,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,17.5,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,1,0,0
1,19,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,17.5,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,1,0,0
0,17.5,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,17.5,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,1,0,0
0,17.5,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,1,0,0
0,17.5,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,17.5,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,1,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,1,0,0,0,0,0,0
1,19,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,0,1
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,1,0,0,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,1,0,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,1,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,1,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,0,1
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,1,0,0,0,0,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,1,0,0,0,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,1,0,0,0,0
1,9,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,0,1
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,1,0,0
1,9,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,1,0,0,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,0,1
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,1,0,0,0,0,0,0
1,9,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,1,0,0,0,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,1,0,0,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,1,0,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,1,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,1,0
1,6.75,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,1,0,0,0,0
1,21,0,0,0,0,0,1,0,1,0,199,1,0,0,0,1,0,0,0,0,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,1,0,0,0,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,1,0,0,0,0
1,21,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,1,0,0,0,0
0,15,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,1,0,0
0,15.25,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,1,0,0,0,0
1,21,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,1,0,0,0,0,0
0,15.25,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,1,0,0
1,21.5,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
1,14.92,1,0,0,0,0,0,1,0,0,213,1,0,0,0,0,0,0,0,1,0,0
0,7,0,1,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,7,0,1,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,7,0,1,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,7,0,1,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,7,0,1,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
